Pressure_psi,Depth_ft,Temperature_F,Retarder_pct,Density_ppg,ThickeningTime_hr
5116.61,10534.77,197.21,0.464,16.92,9.16
6163.83,12560.19,247.91,1.021,14.63,9.56
2817.12,5784.55,238.73,2.204,15.18,11.21
7853.36,9101.3,261.56,1.841,16.2,9.71
2309.68,13360.56,168.12,1.225,15.08,10.11
6778.44,7574.94,254.99,1.079,17.31,8.58
7158.02,5854.54,211.49,0.2,14.15,7.48
4855.38,10553.69,219.15,1.642,15.57,9.58
6727.43,14124.03,244.18,0.32,16.24,7.61
7242.45,12662.9,201.41,1.74,17.67,10.46
7711.29,10980.12,281.56,0.103,17.91,6.16
5586.68,8282.12,191.62,0.179,13.59,9.17
4233.44,5102.1,214.21,1.962,17.41,10.18
2043.82,10916.27,234.89,1.165,14.21,9.55
7822.01,6755.91,257.62,1.594,12.3,10.3
3384.78,13115.42,230.52,1.125,15.03,10.18
6650.78,10989.87,220.63,0.718,12.42,10.0
5740.25,5820.59,164.37,0.634,13.41,10.03
7784.85,7398.57,195.6,1.715,14.29,10.87
4761.51,6499.51,262.99,1.464,12.41,10.32
4693.76,10275.42,277.82,0.119,17.55,6.68
2874.67,12896.67,166.68,0.853,12.1,11.24
3017.88,11139.61,212.63,0.162,13.77,7.69
7563.68,13981.42,170.27,0.996,12.44,10.51
5165.44,9546.21,251.82,1.109,17.34,8.58
2015.94,10286.78,166.97,1.231,12.28,12.19
5167.36,8323.58,277.67,1.02,16.61,8.43
7517.41,8479.9,185.31,2.161,14.57,11.72
6439.58,7533.3,162.98,1.262,14.97,10.25
4800.36,5521.4,225.7,0.562,13.2,9.1
5704.38,14539.14,238.68,0.943,12.2,9.93
7522.51,6626.67,173.49,2.194,14.89,12.99
3966.56,11962.82,186.44,1.41,16.99,11.32
3591.64,11711.54,201.41,0.318,15.58,8.53
6019.19,10914.35,210.2,1.078,13.76,10.45
3077.97,12806.58,231.28,0.843,13.21,10.17
3568.32,5734.32,211.35,1.523,13.96,11.41
5284.49,14017.72,222.07,1.57,16.44,10.09
3422.3,5504.74,196.24,1.342,14.32,11.11
2962.52,7480.96,246.21,1.807,12.11,12.06
4674.51,5041.46,259.21,0.215,12.67,9.14
2365.65,9331.36,155.83,0.553,16.96,9.51
7272.78,6636.61,153.67,2.08,13.93,12.81
6640.68,11728.74,259.75,0.139,14.74,8.03
3751.03,7353.02,185.68,1.858,16.82,11.93
4627.28,6412.85,161.21,1.812,13.92,12.23
3976.99,14681.36,192.16,1.201,13.91,10.49
3190.68,7451.74,277.17,1.529,17.74,9.44
2933.17,5674.81,256.27,1.372,13.08,10.66
3102.97,12569.21,183.0,1.704,12.79,12.38
2577.26,12500.99,274.2,2.287,13.69,12.45
5246.15,9995.76,298.63,1.412,15.93,8.9
3306.31,13623.91,254.95,1.19,12.99,9.92
3310.81,5710.6,246.88,0.121,14.5,7.63
6953.64,11344.14,264.82,1.444,15.4,8.79
3422.46,5875.68,267.58,2.057,15.24,11.65
2923.72,5699.15,219.96,1.564,15.62,10.07
4008.32,7856.88,259.96,1.748,13.47,10.26
7691.98,5270.17,194.6,1.639,17.38,10.67
2326.04,13575.64,191.15,2.318,12.67,13.8
2118.1,9182.02,188.36,0.968,14.59,9.4
7152.47,5155.69,150.55,1.917,17.92,10.89
7239.09,12699.38,214.57,0.69,13.26,9.43
3726.67,11671.84,209.48,2.09,15.06,11.38
2385.24,8419.27,253.1,1.149,14.97,8.94
4047.56,8179.72,189.75,0.918,16.0,10.07
6647.19,7742.7,209.7,0.466,15.22,9.01
5209.33,14262.38,182.49,2.006,17.22,11.13
4438.52,13644.18,256.3,2.308,15.13,12.24
7397.84,6812.76,162.49,2.353,14.39,13.41
5579.15,12479.63,190.8,1.278,16.87,10.16
4894.46,8597.11,214.99,0.418,14.52,9.12
6706.99,8320.43,233.88,1.451,12.84,10.31
2720.91,8236.47,202.18,1.041,14.43,10.53
3055.2,9354.78,191.47,0.689,16.5,8.94
4367.87,12914.65,298.05,0.61,14.24,8.08
4239.15,10471.01,263.18,0.52,12.75,8.82
5250.84,12539.57,181.05,2.049,12.73,13.15
7676.62,9189.1,268.7,0.566,14.25,8.44
4514.84,6485.72,253.08,2.039,15.36,10.91
2027.12,9116.81,194.48,1.259,16.42,10.05
5579.12,14353.73,184.65,2.381,12.81,13.14
2937.17,10703.76,239.13,1.394,14.82,9.26
7449.87,11504.57,241.07,0.819,16.3,8.58
5543.66,7497.9,182.75,1.234,15.31,10.38
5751.26,6741.43,188.51,1.755,17.84,10.51
5711.57,7149.06,185.95,2.015,16.97,11.51
7033.31,13127.96,292.37,1.584,14.52,9.81
2987.35,6172.05,265.36,1.089,16.67,9.11
4390.3,6413.99,230.34,2.345,14.83,11.23
4569.59,8816.78,228.89,2.459,12.83,12.25
3880.14,6535.07,156.67,1.416,14.82,10.84
2018.39,10829.59,167.07,1.594,16.91,10.9
3607.89,12605.64,168.68,1.348,17.85,9.72
5672.83,9968.98,237.72,2.373,12.35,12.77
4449.0,12857.97,205.43,1.509,12.51,11.54
6944.5,7337.21,152.8,1.141,13.19,11.71
6374.1,14524.15,216.35,1.304,12.16,11.19
7851.75,11847.42,150.05,1.467,14.71,11.48
5550.03,8870.94,234.39,1.71,12.18,11.62
6548.86,12412.45,251.31,1.216,12.8,9.71
3101.37,5506.63,240.51,2.132,12.72,12.28
2288.21,11624.5,248.61,1.898,12.07,12.09
3480.57,7152.09,152.45,1.379,15.14,10.88
4011.28,5281.38,163.57,0.45,14.23,10.16
2379.37,6018.95,198.77,1.292,15.4,9.85
6950.83,9233.03,219.29,1.289,12.84,12.32
3434.42,14681.41,244.48,0.215,15.95,7.13
7852.1,11949.8,202.21,2.233,13.62,12.55
4845.63,6000.0,151.44,1.691,12.85,12.05
7471.56,11217.94,201.44,2.435,17.91,10.71
4120.89,9962.41,267.66,1.158,15.64,9.22
5530.64,9576.88,191.81,2.406,16.42,12.28
5376.69,5898.48,207.73,1.357,15.78,10.46
4682.02,7125.27,195.71,0.299,12.24,9.33
5698.54,12309.28,183.97,1.737,12.64,13.2
4357.65,6867.6,266.86,0.437,17.57,6.91
2823.15,11094.13,257.34,2.471,16.28,10.9
7961.4,8763.89,222.75,1.634,16.7,10.2
2672.74,9129.59,165.31,1.105,15.95,9.77
3518.16,13483.21,246.53,1.936,15.88,10.5
2434.68,5932.52,194.71,2.28,13.71,12.41
6207.56,7717.2,237.63,2.372,12.09,12.67
5207.78,8453.42,240.82,1.031,16.93,8.43
6086.75,13437.46,208.68,2.264,15.43,12.06
7397.49,9074.09,209.13,0.58,14.18,9.76
4190.13,10111.74,213.56,1.05,12.03,10.73
4511.6,11265.72,291.32,1.792,17.45,8.74
5943.87,6665.9,207.89,0.992,15.05,8.84
4441.59,6363.31,264.71,0.188,12.71,8.91
2709.2,10615.38,227.12,1.076,12.79,10.54
7537.08,5781.68,165.45,1.436,15.5,10.76
6249.69,6905.97,207.16,1.978,15.57,12.3
3627.76,6593.66,275.64,2.101,16.32,9.94
7509.5,10957.75,296.0,2.327,14.48,10.66
7091.36,10897.03,176.82,0.997,15.61,9.71
2991.37,7596.78,296.9,0.644,13.7,7.41
6289.6,5899.78,189.35,1.115,12.51,11.54
6161.84,5356.42,150.79,1.923,13.17,12.71
3736.3,8740.64,193.44,1.186,14.75,10.21
4452.63,11341.33,183.05,1.518,14.71,10.99
2572.88,11202.63,256.33,1.921,16.62,9.67
7635.11,12128.15,249.25,0.308,17.27,6.44
6150.7,9232.14,209.18,0.758,15.14,8.78
4906.36,10298.41,173.62,0.115,16.84,7.91
6412.29,5659.24,156.92,1.477,15.42,10.61
7125.59,6468.01,297.31,1.704,13.42,10.01
7871.49,10122.08,152.16,2.062,15.47,13.01
7484.24,9413.51,200.52,0.367,15.67,9.02
5387.07,6899.5,296.66,2.133,16.44,10.29
2574.17,7198.63,261.68,1.101,14.17,8.58
5819.42,11529.37,162.85,2.021,17.77,11.68
2983.11,9060.28,185.56,2.115,16.74,11.73
5054.29,14659.55,193.24,0.573,14.73,9.52
2687.81,6915.59,170.6,2.179,15.34,12.5
5110.57,14862.36,163.24,1.818,17.1,11.67
3888.73,10399.46,179.64,0.683,14.61,10.19
2720.38,12673.97,240.78,0.55,14.8,7.71
6292.39,8249.15,277.09,0.767,15.54,7.6
4606.94,9063.95,158.41,0.169,15.73,9.47
4861.53,14857.03,185.98,0.845,17.71,9.68
7653.11,8573.06,233.26,0.794,13.72,8.46
2833.64,11558.48,239.02,1.391,16.5,9.4
7780.63,7659.28,298.08,1.245,15.9,8.66
4906.57,7782.85,241.64,1.422,13.16,10.32
5714.11,11273.76,187.78,1.436,18.0,10.38
3470.48,5402.07,239.39,0.285,13.82,7.82
5968.53,10224.41,187.14,1.426,15.26,10.53
4483.81,12607.17,239.25,1.729,17.07,10.12
6874.7,9131.52,213.02,0.812,13.89,9.41
4899.73,9231.19,206.75,0.18,12.03,9.58
3805.1,7886.96,246.88,1.501,16.1,11.12
5451.29,12946.73,242.13,0.433,14.53,8.69
7768.56,13714.63,202.84,1.957,16.95,10.2
7852.88,11497.42,167.52,2.468,14.09,13.58
5065.69,7387.17,231.73,1.397,15.16,10.86
4155.33,7603.72,299.88,0.917,14.98,8.21
7381.37,12475.25,298.7,2.253,13.69,11.13
4697.63,10664.47,206.71,0.989,12.76,10.92
6151.28,10741.59,236.51,1.465,14.51,9.87
6520.75,13016.51,251.05,1.179,12.5,9.91
2378.63,13911.13,185.65,1.642,12.92,11.83
4445.57,8718.93,195.09,0.238,17.55,7.81
3630.53,11220.16,199.1,1.844,13.97,11.88
2132.15,7281.8,274.95,1.122,17.68,7.87
2202.48,10247.69,153.37,2.43,14.74,13.41
3755.82,7559.43,187.12,1.728,14.15,11.31
4747.16,14500.02,157.14,1.018,14.88,10.38
2340.15,14754.5,153.87,0.927,14.64,9.9
7286.19,12125.92,195.57,1.192,14.15,10.81
5129.55,10058.56,192.06,1.649,14.02,11.91
5091.29,13405.01,210.14,0.988,17.77,8.84
5359.78,8928.04,286.63,1.002,14.07,8.96
3207.21,5915.17,215.01,2.192,17.75,10.48
5390.13,10466.21,193.47,1.744,17.49,11.12
6992.12,8855.08,272.69,1.354,12.19,10.16
6030.29,12355.99,182.2,0.452,12.93,10.17
2120.05,12252.58,248.64,2.197,16.3,10.81
6949.7,7264.77,216.74,2.276,16.98,10.75
5195.77,9811.39,297.59,1.333,17.63,8.34
4886.33,14733.16,284.03,0.787,15.7,8.11
5187.5,8301.58,196.16,0.225,13.1,9.02
2029.75,8233.19,263.9,1.39,15.49,8.14
2693.06,9489.07,173.63,1.15,14.68,9.69
3036.26,5262.42,282.52,1.361,17.04,9.44
5390.75,13035.02,160.93,0.509,12.0,10.02
7706.67,5590.52,272.88,2.123,15.68,10.84
5620.22,13671.19,298.63,1.321,13.25,9.0
4992.49,9685.54,255.97,0.663,17.18,6.86
2163.71,9507.88,201.9,2.309,14.55,11.92
6444.48,9976.51,234.69,0.918,17.12,9.36
7145.35,11961.27,198.44,1.635,16.44,10.8
3113.71,13512.18,274.17,0.161,12.89,8.48
5774.26,5649.45,290.6,2.344,12.33,11.97
5812.24,10335.43,251.44,2.437,12.96,12.54
7425.29,12682.24,176.98,2.438,13.38,13.81
2069.69,14416.89,204.74,0.245,17.97,6.77
4427.9,9999.75,177.96,1.516,17.37,12.03
5432.48,12133.0,239.21,1.575,15.64,9.9
5228.22,10098.18,293.93,0.65,17.1,7.54
4039.03,7898.5,244.56,2.139,16.31,11.34
7518.64,12600.93,250.71,0.343,12.11,7.83
6582.12,14570.21,239.04,0.536,12.19,9.41
2883.9,5502.25,242.86,1.605,16.67,10.12
5698.83,5544.53,179.21,1.443,14.53,11.01
4403.36,10528.43,165.05,1.503,12.17,11.06
5553.98,12626.86,153.51,0.273,12.19,9.87
5391.51,10931.53,154.24,2.004,13.6,12.58
6533.14,7896.01,178.1,1.192,15.77,10.5
7413.88,12620.57,188.26,0.979,13.17,9.86
5654.29,11585.68,296.7,1.295,14.04,10.15
5062.39,11883.95,268.99,0.199,12.54,7.74
3732.85,8845.3,271.01,1.493,15.3,9.51
6917.15,12587.63,259.93,0.552,13.38,8.84
7863.79,8784.28,222.56,2.166,13.27,12.58
3948.8,5504.88,206.12,0.209,14.47,8.58
4074.98,10978.65,272.94,1.074,17.69,8.53
3688.33,11993.54,277.92,0.444,12.74,8.12
7908.53,14917.35,250.02,0.639,16.88,7.59
2704.77,13683.75,214.55,1.763,12.56,11.99
6050.76,10880.89,172.95,0.617,17.49,8.49
5454.94,6743.68,239.67,2.01,16.16,11.23
6210.97,10047.9,207.74,1.381,12.2,11.51
6315.88,5676.58,213.08,0.584,12.89,10.33
6802.82,13516.08,276.69,2.407,12.89,12.04
6216.24,8444.83,229.58,0.61,16.05,8.12
3112.57,6623.57,274.66,1.622,16.79,8.92
6805.33,14987.15,270.06,0.19,15.52,7.62
5699.15,10079.52,248.09,0.575,12.81,9.08
7711.61,5273.65,220.92,0.549,14.16,8.41
2763.96,10796.22,236.14,1.128,14.78,9.24
4061.14,14036.72,203.9,1.188,13.26,9.57
2753.26,14272.61,245.3,1.018,14.1,9.52
6279.45,5976.67,177.14,1.574,12.84,11.87
7694.8,11350.33,297.87,0.52,13.27,8.57
2141.87,5885.37,264.51,1.292,13.78,9.66
4788.43,7925.33,192.98,2.379,13.36,12.78
6536.6,7499.36,281.98,2.235,14.07,11.77
3402.42,14154.32,250.61,2.198,15.34,10.92
3349.46,9059.49,250.36,1.592,12.76,9.51
3133.59,11306.89,241.95,0.301,15.75,7.23
3016.57,12946.63,174.17,1.349,17.09,10.95
2679.9,7863.44,249.82,0.252,15.49,7.36
6579.92,7500.08,232.3,1.554,12.92,10.91
3713.39,5797.44,257.27,1.308,14.08,9.86
4483.01,5006.99,279.52,0.2,12.74,8.18
6278.99,13918.22,206.46,0.56,12.4,9.96
5386.49,12633.84,266.89,1.022,15.5,9.63
6589.26,11173.54,261.89,0.893,14.0,9.36
2024.35,12501.59,286.63,0.582,15.17,7.92
3741.87,8094.54,294.07,2.103,14.61,10.93
3098.64,7754.42,287.38,1.758,13.99,10.14
2097.81,11038.22,196.02,0.434,15.73,9.2
5293.48,7376.73,287.25,1.89,15.24,10.18
2001.59,8628.33,258.9,0.838,17.54,8.54
7876.8,9050.31,276.52,1.043,13.47,9.23
5078.91,14629.5,195.65,0.69,13.65,9.69
2813.36,12529.19,195.13,1.882,17.43,10.49
6066.16,13549.49,224.19,0.552,14.47,8.44
6298.92,5529.84,155.63,1.83,13.79,12.55
4883.4,7190.45,242.76,0.896,14.27,9.41
6004.67,9952.21,255.7,2.225,15.37,11.74
4319.98,10208.49,285.43,2.478,13.89,11.55
5516.61,10011.47,272.65,0.725,13.84,8.18
6783.2,11442.95,255.13,1.466,16.44,9.55
4494.44,9566.91,259.82,0.229,12.41,7.54
4099.1,10633.85,242.89,0.65,15.94,7.64
5149.63,7725.56,216.84,1.784,14.73,11.29
7251.77,10974.35,211.36,1.073,15.98,9.71
4290.28,9849.43,262.71,2.27,16.4,11.34
4115.55,14028.32,208.38,1.193,15.93,9.67
2605.85,7172.98,163.91,0.341,14.4,9.53
2318.71,8530.54,248.99,1.565,14.05,11.04
5830.22,14232.64,237.32,0.575,13.82,9.47
6846.73,9187.41,246.79,1.896,16.9,10.0
5667.11,12877.86,150.28,1.915,13.84,12.75
6248.21,11015.05,245.03,1.139,16.58,8.85
4581.38,12240.78,192.06,0.239,17.79,7.87
6563.85,10137.47,253.13,1.936,16.77,10.22
5404.3,9903.82,295.34,2.298,17.06,10.3
2422.37,13972.54,231.15,0.214,14.23,8.76
2979.26,13145.81,171.59,2.315,14.69,12.12
2541.96,14047.84,226.72,1.535,12.56,11.3
2311.61,5483.0,171.42,0.802,14.72,11.23
4174.88,7375.45,225.03,2.467,15.47,12.5
3862.78,13932.27,225.55,1.358,12.08,11.07
2143.99,5282.18,271.01,0.445,14.19,7.0
4125.59,8414.18,225.51,2.046,16.11,10.34
4144.3,11506.28,159.95,0.436,13.05,9.31
6107.39,11253.43,159.37,1.317,17.44,9.85
2308.39,13926.8,187.11,1.446,17.53,10.4
3696.98,8006.95,267.79,0.176,13.37,7.83
7469.56,10576.07,245.79,0.142,17.31,6.31
3955.77,8671.97,175.29,2.13,13.91,11.62
7482.77,6424.48,212.13,2.085,12.31,12.49
4106.02,10940.98,266.49,1.153,16.8,7.98
5409.34,8016.49,265.42,1.848,14.04,10.45
4219.96,8808.92,204.01,0.978,14.72,10.4
6897.24,12241.05,155.48,1.503,17.72,10.66
6195.83,12302.78,280.99,1.796,15.91,10.92
7111.58,5549.57,159.6,0.128,14.24,9.47
2037.18,5794.53,231.01,1.001,15.03,9.86
3169.98,6522.84,204.54,2.228,17.31,11.53
4618.94,7142.34,151.38,1.005,17.63,10.56
5993.84,14931.55,176.03,1.346,16.65,10.58
5717.16,9501.71,275.39,0.228,13.84,8.03
7278.99,14204.45,178.61,0.165,14.94,9.25
6729.45,10545.0,152.06,1.034,17.94,10.13
3761.14,13050.05,169.7,0.112,13.67,9.23
5818.49,8134.46,293.75,1.979,16.49,8.85
6670.79,7241.0,184.1,0.536,17.34,9.81
7568.63,11924.3,153.38,0.891,12.03,11.01
7690.35,11577.15,244.76,1.478,15.59,9.46
2865.12,6040.68,262.19,1.19,14.75,9.99
5398.04,13385.28,188.2,1.108,12.04,11.05
6368.41,9962.2,179.22,1.588,16.01,10.39
4154.33,12110.73,204.34,1.904,12.22,11.89
6585.14,10756.71,161.5,0.774,17.68,9.56
7847.97,13649.01,153.94,0.113,13.54,9.11
6116.14,11751.83,158.58,0.951,16.64,10.92
7601.69,5887.56,163.07,0.358,16.23,9.37
6918.76,8984.34,172.0,0.212,14.55,9.64
2926.05,9332.79,172.48,0.989,12.38,10.28
4163.97,5201.41,189.61,2.081,14.36,12.17
4515.16,7821.65,294.4,1.227,15.64,8.17
3153.39,10360.03,228.6,1.623,17.15,9.22
6042.56,12666.5,270.72,1.163,13.76,9.0
7764.76,5540.21,191.61,2.453,13.09,13.21
2676.98,6788.23,248.04,0.664,14.12,8.59
7386.95,10419.91,165.39,0.289,12.47,9.76
4212.97,11787.45,250.18,1.55,14.38,9.25
4676.02,13741.97,207.83,0.439,15.3,8.61
4929.1,14979.7,153.37,2.108,14.65,13.1
7417.99,11804.69,167.85,2.277,13.62,13.69
6329.8,13334.57,208.82,0.3,15.63,8.05
2471.51,7445.92,205.65,0.831,15.05,9.23
4433.49,12087.74,265.45,1.969,17.0,11.07
7072.01,7854.73,265.46,1.388,15.97,9.09
6020.59,13326.56,207.46,1.369,15.07,9.48
4324.89,12109.23,201.47,0.992,14.98,9.37
7370.32,12900.82,297.92,1.998,12.28,11.06
5821.84,5714.7,166.22,1.201,15.53,10.87
2844.74,9899.13,242.6,2.322,12.57,12.03
4067.8,7135.77,220.3,2.45,13.98,12.86
5468.41,8671.68,268.32,1.582,16.86,8.97
5088.56,13125.21,154.4,2.388,17.02,12.08
5882.1,8694.71,188.1,0.982,13.2,9.92
4243.03,10906.25,278.3,2.108,13.67,11.68
4575.11,5508.91,259.81,0.961,13.67,9.01
7762.29,12159.96,230.34,0.661,12.56,9.33
5314.12,13233.14,261.17,2.336,13.54,12.46
7641.25,8619.66,168.22,1.674,15.32,10.87
6770.99,11899.45,211.57,1.01,15.78,9.99
4307.81,10999.34,218.38,1.116,13.7,10.01
5180.8,10797.11,183.67,1.217,16.9,9.97
6958.79,13335.69,260.8,0.622,13.16,9.4
7735.82,5253.61,215.98,1.521,17.61,10.61
5619.83,11055.94,290.59,0.917,13.61,8.88
7777.45,12325.8,187.84,1.708,14.91,11.73
2206.6,14844.03,162.76,2.174,14.46,13.2
3900.06,9198.28,153.1,0.117,13.53,10.52
6221.95,7435.14,206.3,1.81,16.49,10.18
2386.3,13664.11,152.75,1.961,16.61,11.38
5557.17,6240.52,175.44,0.391,15.12,9.11
4121.74,10355.65,239.5,1.13,14.58,9.47
6239.65,10630.66,180.67,0.866,16.23,9.77
2025.85,10930.87,197.91,0.17,17.48,7.77
2920.76,9444.83,241.85,2.456,14.68,12.28
7639.93,8957.65,238.64,0.129,16.22,7.29
3157.77,5767.05,296.7,2.015,12.96,10.64
7209.35,10377.87,265.35,1.514,12.16,11.01
2973.17,7242.69,203.5,1.544,12.92,11.75
4565.94,6198.88,245.02,2.215,16.36,10.39
3112.89,6330.39,159.97,0.314,16.48,8.54
5979.21,8836.1,239.76,1.11,15.79,9.06
7300.73,8216.11,259.18,0.203,16.7,7.08
2858.28,7946.2,249.8,2.318,12.53,12.28
3125.89,8172.4,155.12,0.98,15.82,10.56
2252.81,9993.95,243.46,0.736,16.88,8.23
6391.8,10621.52,158.72,0.413,12.5,10.07
4377.98,9980.82,217.79,1.816,16.38,10.63
2998.56,9092.22,245.38,0.468,12.4,8.39
6512.05,7917.27,159.55,1.339,14.77,11.05
6401.33,8554.82,185.68,0.964,17.87,9.68
3392.03,11523.81,233.58,1.331,17.73,8.36
2592.45,9190.76,277.26,1.646,17.96,9.64
2171.26,13109.81,290.33,2.177,15.11,10.63
7055.01,10401.56,245.27,1.076,13.94,9.45
2368.72,13803.3,264.07,0.893,13.63,8.63
5915.94,9760.52,217.57,1.496,14.75,11.16
7413.28,6028.16,286.76,0.314,14.01,7.11
4961.42,12497.72,191.96,0.188,15.34,8.2
4974.76,8090.41,296.27,0.258,17.04,5.81
4149.31,12363.75,238.5,0.89,15.96,9.67
3646.47,5438.65,164.35,0.673,15.36,9.55
2868.05,9488.52,279.18,0.785,15.06,7.84
5508.37,5124.75,286.28,1.776,12.23,10.26
2405.71,12755.89,180.99,1.569,14.12,10.73
2583.36,7182.55,241.31,1.737,14.84,11.11
4937.32,13715.04,236.35,2.427,13.19,11.67
2702.61,7051.69,264.56,1.382,14.08,9.63
2903.15,14276.01,294.07,1.494,12.34,10.34
7428.03,9825.24,200.42,1.985,14.57,11.68
7366.4,6648.95,196.74,2.477,14.74,12.74
4761.53,5523.79,246.76,1.68,13.17,11.29
2670.24,7265.36,206.26,1.515,16.07,10.48
2252.54,8900.79,218.34,1.31,12.6,11.32
2377.87,6394.39,150.36,0.905,17.12,9.36
3969.86,10423.87,216.99,0.62,17.09,7.69
7058.55,13143.33,212.01,1.994,17.0,11.34
4081.05,5441.96,161.26,2.248,13.78,13.22
2527.26,13000.62,152.52,0.33,17.71,8.31
2590.84,9524.54,232.79,0.954,16.54,8.58
5336.38,8609.24,157.19,1.369,12.12,12.56
4526.74,8970.93,254.9,1.747,12.11,11.5
3080.97,7331.83,183.78,2.187,15.68,12.69
7090.59,5111.45,197.56,0.194,14.08,8.42
5198.29,6554.21,233.9,1.227,13.27,11.68
7948.49,7612.34,191.58,0.975,12.32,11.74
3710.08,10934.39,218.08,1.669,15.9,10.94
2524.79,7046.02,173.68,1.713,13.04,12.37
4762.04,6467.66,225.54,1.307,12.52,10.93
4836.12,8758.98,251.31,0.708,12.62,9.72
3800.31,11904.27,177.71,2.218,13.54,12.98
2497.03,9082.2,265.21,2.226,13.04,12.12
4556.06,7570.02,257.21,1.974,16.45,10.64
7635.2,9319.41,212.08,1.177,14.83,9.97
5438.93,5158.66,221.96,1.435,15.15,10.2
6290.61,5297.14,165.24,2.392,16.84,12.47
5418.29,5888.75,230.66,1.48,13.32,10.95
7380.17,7646.84,165.46,0.279,14.9,9.72
4450.04,7269.17,297.2,2.104,17.91,9.59
2492.41,8278.53,222.76,1.171,13.6,10.19
5175.6,7756.6,269.33,2.397,15.99,11.52
7531.24,11154.09,184.49,1.92,14.92,11.89
6319.28,14432.09,219.24,1.985,12.37,12.5
5526.14,12063.79,262.55,0.585,16.82,7.89
3235.41,14645.11,150.66,1.588,16.32,10.67
5148.93,12371.49,263.61,1.411,13.53,10.41
2096.35,5797.33,263.39,1.141,16.56,8.42
3499.85,10943.66,181.07,1.783,12.9,12.73
5719.23,13533.99,171.46,2.207,17.64,12.53
2312.79,11706.47,272.61,2.149,16.81,9.16
7020.98,12355.53,264.91,1.632,16.51,9.35
7206.07,10047.22,250.92,2.374,17.54,11.1
2208.38,14726.78,283.98,1.195,17.75,8.09
5545.91,12380.24,198.96,1.069,15.22,10.26
4895.38,13521.21,259.82,2.038,14.73,10.58
7408.79,7732.79,247.56,2.193,15.46,10.73
5248.29,5634.6,154.33,2.426,12.7,13.28
2426.38,11909.54,199.55,1.359,13.29,11.03
2201.95,12780.42,257.84,1.046,16.14,8.51
5702.48,7098.35,276.39,0.155,15.23,6.51
5799.23,12570.05,195.16,0.644,15.09,9.7
5959.49,11453.75,197.32,0.727,17.27,8.89
3646.78,7893.26,205.45,1.208,15.81,8.93
6930.61,5143.08,249.89,1.251,17.76,8.77
3652.91,13191.85,228.94,1.719,12.35,12.57
7932.61,12690.45,284.22,0.971,14.0,8.28
6353.71,5186.73,156.83,0.568,17.16,9.52
2673.9,6760.79,189.59,1.068,14.89,9.36
2019.58,5087.89,152.77,1.15,16.61,10.25
4183.79,14726.02,271.6,1.062,12.71,10.26
3390.46,8770.1,206.46,0.52,15.27,9.51
4942.51,11121.42,215.81,0.161,12.72,8.98
4053.01,13929.88,286.85,0.274,13.83,6.95
5497.24,10533.23,254.13,1.169,14.87,8.52
6722.66,7720.39,294.7,1.418,12.97,9.58
3897.68,12648.39,289.2,1.988,14.45,10.35
4785.78,12532.4,214.24,2.418,13.42,12.53
2224.75,5847.76,154.04,1.611,14.9,12.42
4719.1,10036.11,211.3,1.99,16.12,11.21
4176.28,8138.03,237.76,2.435,14.8,11.68
5290.71,11000.18,201.72,2.049,13.32,11.81
2231.8,13840.4,276.38,1.663,12.47,9.84
3098.4,8538.9,257.62,2.16,15.86,9.99
4028.44,13968.5,165.68,0.923,14.32,10.32
4494.07,5615.25,260.36,0.275,17.05,7.4
2587.55,8464.0,273.66,1.03,15.36,8.71
7339.92,14124.27,157.29,1.1,13.42,10.77
4954.3,10508.98,231.47,1.042,12.89,10.01
7712.96,5313.09,240.51,0.573,17.31,7.84
3195.04,6657.13,199.48,2.403,16.61,12.21
5203.57,6047.67,163.82,0.913,16.45,9.87
4587.9,14013.47,195.63,1.561,12.96,11.23
2628.58,6129.1,157.92,1.534,17.92,10.54
6357.56,9470.85,203.89,0.54,16.29,8.56
4662.4,11595.86,283.95,0.681,16.8,7.08
6992.45,7621.52,271.57,1.594,15.62,9.32
5185.03,6270.64,244.2,0.41,13.32,8.34
7075.67,8214.41,222.67,1.931,15.03,10.64
6924.3,10630.1,266.94,2.141,14.5,11.42
2979.39,12347.08,219.48,2.012,13.26,11.48
4082.07,11388.19,153.99,0.576,14.26,10.29
4299.32,8862.12,235.5,1.006,12.06,9.99
6070.7,12351.15,259.34,0.31,17.92,7.37
6021.28,12577.48,196.93,1.743,13.22,12.39
3329.68,5815.28,157.95,1.704,13.89,12.22
7301.98,11107.46,273.97,1.117,17.09,8.44
4442.81,8528.78,277.89,0.102,16.11,6.69
6333.84,14654.46,174.19,1.187,14.65,10.37
7801.96,13275.78,171.26,0.824,13.11,10.81
2993.14,14735.52,291.23,2.249,13.67,11.41
7371.86,7440.43,171.13,1.598,14.48,12.52
5201.36,8625.9,250.23,0.715,14.96,8.86
5817.48,14385.33,273.5,1.005,13.79,9.53
4231.09,9851.28,226.38,1.769,16.73,11.22
7296.22,10087.82,182.05,2.323,13.48,14.11
7645.28,12412.87,257.09,1.799,13.02,11.42
6217.35,14394.65,185.07,2.451,17.62,12.19
2930.16,5440.02,192.09,1.987,17.76,11.26
6862.38,11269.0,284.23,0.773,16.71,8.25
4608.57,10556.69,236.26,0.345,16.7,7.03
7291.94,10951.55,247.95,0.126,13.32,7.81
5485.88,12345.95,154.85,2.193,16.39,12.51
4605.53,6607.28,187.57,0.186,17.78,7.98
